Signature	Driver	SampsMut	SampsNonMut	MeanDriverPos	MeanDriverNeg	MeanDiff	pValTTest	pAdjTTest
CX5	RAD18	10	5200	-0.2138	0.03934	-0.2531	0.1645	0.663938628158845
CX5	PSMC5	20	5190	-0.02475	0.0391	-0.06385	0.7939	0.979472998932764
CX5	COPS4	19	5191	0.642	0.03665	0.6054	0.0449	0.336066357615894
CX5	HIST1H2BD	12	5198	0.9201	0.03682	0.8833	0.1949	0.702434726688103
CX5	ASH2L	22	5188	-0.08759	0.03939	-0.127	0.3901	0.845216666666667
CX5	WHSC1L1	43	5167	-0.1213	0.04019	-0.1615	0.1282	0.608389558232932
CX5	FOXM1	29	5181	0.1062	0.03848	0.06772	0.7844	0.979472998932764
CX5	ERCC3	19	5191	0.08714	0.03868	0.04846	0.8692	0.98957800407332
CX5	XRCC2	10	5200	0.7561	0.03748	0.7186	0.2588	0.775706166219839
CX5	HSP90AA1	44	5166	0.3031	0.03661	0.2665	0.2729	0.781467848101266
CX5	INO80B	10	5200	-0.29	0.03949	-0.3295	0.05041	0.361271666666667
CX5	AAAS	12	5198	0.3269	0.03819	0.2887	0.514	0.888179289026275
CX5	NUP98	57	5153	0.1401	0.03774	0.1024	0.5215	0.892010381679389
CX5	KNTC1	64	5146	0.2328	0.03645	0.1964	0.3284	0.819949665924276
CX5	TUBA1A	14	5196	-0.1659	0.03941	-0.2053	0.1984	0.705227301587302
CX5	CDC6	18	5192	0.5875	0.03696	0.5505	0.1663	0.666392114695341
CX5	NUP85	13	5197	-0.03095	0.03903	-0.06998	0.7691	0.979472998932764
CX5	KDM4C	34	5176	0.1683	0.03801	0.1303	0.5598	0.90942514450867
CX5	TEX12	2	5208	0.5091	0.03868	0.4704	0.257	0.772381720430108
CX5	SETD8	9	5201	1.196	0.03686	1.159	0.2278	0.74906
CX5	SUZ12	23	5187	-0.06288	0.03931	-0.1022	0.5346	0.901471686746988
CX5	GPS2	19	5191	0.2731	0.038	0.2351	0.5648	0.911178066378066
CX5	NPLOC4	16	5194	-0.1251	0.03936	-0.1645	0.2387	0.750970308123249
CX5	KDM4A	35	5175	0.1835	0.03788	0.1456	0.2953	0.799383535108959
CX5	SMARCD3	17	5193	0.0003177	0.03898	-0.03866	0.8951	0.996410547263682
CX5	PMS2	37	5173	-0.05377	0.03952	-0.09329	0.5827	0.921757001414427
CX5	SYCE1	25	5185	-0.06817	0.03937	-0.1075	0.3898	0.845216666666667
CX5	FANCF	12	5198	0.04574	0.03884	0.0069	0.976	1
CX5	MCM8	25	5185	0.0442	0.03883	0.00537	0.9769	1
CX5	HIST1H2AB	11	5199	-0.04171	0.03903	-0.08074	0.7982	0.979472998932764
CX5	H2AFV	6	5204	0.3996	0.03844	0.3612	0.5772	0.917936842105263
CX5	KDM4D	25	5185	0.4218	0.03701	0.3848	0.1176	0.566710344827586
CX5	RFWD2	30	5180	0.1929	0.03797	0.1549	0.6012	0.93353
CX5	CDC25B	27	5183	-0.2388	0.0403	-0.2791	0.007411	0.0854175051546392
CX5	KAT5	19	5191	0.1464	0.03846	0.1079	0.6241	0.944172936400541
CX5	MAPK3	14	5196	-0.01904	0.03901	-0.05805	0.7552	0.979472998932764
CX5	TFDP1	16	5194	0.1473	0.03852	0.1088	0.6657	0.967418043202033
CX5	HSPA2	19	5191	-0.1056	0.03939	-0.145	0.374	0.8367112
CX5	TADA1	15	5195	-0.06585	0.03916	-0.105	0.5097	0.888179289026275
CX5	MZT2A	8	5202	0.3031	0.03845	0.2646	0.3765	0.836833001988072
CX5	HIST1H2BO	12	5198	0.2112	0.03846	0.1727	0.4456	0.863785788561525
CX5	ASCC1	12	5198	0.7415	0.03724	0.7043	0.2255	0.745884615384615
CX5	ZW10	22	5188	-0.2497	0.04008	-0.2898	0.001601	0.0248599722222222
CX5	MUS81	16	5194	0.3231	0.03798	0.2851	0.5725	0.913538373751783
CX5	CENPN	11	5199	-0.01759	0.03898	-0.05657	0.7817	0.979472998932764
CX5	DTL	25	5185	-0.1774	0.0399	-0.2173	0.1081	0.55185296803653
CX5	TUBB2B	11	5199	0.03083	0.03888	-0.00805	0.9707	1
CX5	UNG	5	5205	-0.3436	0.03923	-0.3828	0.1841	0.693009427609428
CX5	NCAPD2	39	5171	0.03689	0.03887	-0.00198	0.9919	1
CX5	KDM1A	24	5186	0.467	0.03688	0.4301	0.1571	0.659661254612546
CX5	HMGN1	6	5204	1.179	0.03754	1.141	0.3971	0.845633904761905
CX5	HDAC3	19	5191	0.2038	0.03825	0.1656	0.2693	0.781467848101266
CX5	HIST1H2BN	8	5202	-0.4138	0.03955	-0.4534	0.001835	0.0269938157894737
CX5	HUS1	9	5201	-0.04202	0.039	-0.08102	0.7225	0.979472998932764
CX5	CDK6	11	5199	0.2989	0.03831	0.2606	0.4431	0.863625783972125
CX5	GOLGA2	33	5177	0.2968	0.03721	0.2596	0.1987	0.705227301587302
CX5	HAUS5	28	5182	0.616	0.03574	0.5803	0.06413	0.41205367816092
CX5	RAE1	14	5196	0.2223	0.03836	0.1839	0.5031	0.888179289026275
CX5	RANGAP1	11	5199	0.7174	0.03742	0.68	0.1116	0.559490350877193
CX5	BRE	23	5187	0.2559	0.0379	0.218	0.3293	0.819949665924276
CX5	TADA2B	18	5192	0.2246	0.03821	0.1864	0.6738	0.967418043202033
CX5	HIST1H2BH	14	5196	-0.01209	0.039	-0.05109	0.7511	0.979472998932764
CX5	TRAF3	35	5175	0.1781	0.03792	0.1402	0.5226	0.892010381679389
CX5	ESCO1	28	5182	-0.1712	0.03999	-0.2112	0.09032	0.499889900990099
CX5	FOXA2	39	5171	0.1866	0.03774	0.1489	0.3506	0.831710526315789
CX5	ACTR1A	17	5193	0.5729	0.03711	0.5358	0.1075	0.551307339449541
CX5	TFDP2	24	5186	-0.2651	0.04026	-0.3054	0.02881	0.24587465648855
CX5	POLL	12	5198	-0.3113	0.03967	-0.351	0.01197	0.126249622641509
CX5	ZNF385A	10	5200	-0.03404	0.039	-0.07304	0.707	0.978526732673267
CX5	JAK1	52	5158	-0.013	0.03938	-0.05238	0.7268	0.979472998932764
CX5	YWHAQ	10	5200	-0.2363	0.03939	-0.2757	0.03553	0.287844492753623
CX5	H2AFZ	11	5199	0.246	0.03842	0.2076	0.7198	0.979472998932764
CX5	NUP155	54	5156	-0.1339	0.04067	-0.1746	0.1208	0.579632618025751
CX5	OFD1	32	5178	0.09445	0.03851	0.05594	0.7101	0.979472998932764
CX5	PRMT5	26	5184	0.2513	0.03779	0.2135	0.3555	0.831710526315789
CX5	ALKBH5	10	5200	0.7774	0.03744	0.74	0.313	0.806299539170507
CX5	ZNF830	10	5200	0.0507	0.03884	0.01186	0.9787	1
CX5	YWHAZ	14	5196	0.8547	0.03666	0.818	0.1014	0.534741509433962
CX5	FEN1	11	5199	0.4473	0.03799	0.4093	0.3831	0.840578473581213
CX5	RBBP7	15	5195	0.5146	0.03748	0.4771	0.3325	0.822917256637168
CX5	MIS18A	4	5206	-0.2445	0.03908	-0.2836	0.4029	0.84905308411215
CX5	EPC1	28	5182	0.061	0.03874	0.02226	0.9225	1
CX5	NCAPH	21	5189	0.1533	0.03839	0.1149	0.772	0.979472998932764
CX5	POLA2	18	5192	0.04156	0.03885	0.00271	0.9924	1
CX5	CCND2	9	5201	-0.4491	0.0397	-0.4888	0.0009275	0.016202265625
CX5	REST	34	5176	-0.06162	0.03952	-0.1011	0.3964	0.845633904761905
CX5	ORC5	15	5195	0.5856	0.03728	0.5483	0.2454	0.760485714285714
CX5	TUBG1	16	5194	0.03041	0.03888	-0.00847	0.9679	1
CX5	HIST1H2AM	7	5203	-0.04543	0.03897	-0.0844	0.8075	0.979472998932764
CX5	HIST1H2BE	7	5203	0.262	0.03856	0.2234	0.5519	0.90942514450867
CX5	UBA7	20	5190	0.381	0.03754	0.3435	0.2075	0.721400611620795
CX5	UBA52	4	5206	0.2161	0.03872	0.1774	0.646	0.955475925925926
CX5	SUV39H2	16	5194	-0.3845	0.04016	-0.4247	0.00357	0.0486739024390244
CX5	PRIM1	15	5195	-0.1662	0.03945	-0.2056	0.2082	0.721400611620795
CX5	JAK3	57	5153	0.08086	0.03839	0.04247	0.7723	0.979472998932764
CX5	RPA4	18	5192	-0.04601	0.03915	-0.08516	0.723	0.979472998932764
CX5	PSMD4	12	5198	0.005991	0.03893	-0.03294	0.9154	1
CX5	CDKN2B	5	5205	-0.1377	0.03903	-0.1767	0.5039	0.888179289026275
CX5	LYN	27	5183	-0.04985	0.03932	-0.08917	0.6232	0.944088888888889
CX5	RUVBL1	13	5197	-0.03537	0.03904	-0.07441	0.6956	0.971585268414482
CX5	PSIP1	43	5167	0.3883	0.03595	0.3524	0.1065	0.551236111111111
CX5	GINS3	12	5198	0.2623	0.03834	0.224	0.4766	0.88383184079602
CX5	TUBGCP4	12	5198	-0.3302	0.03971	-0.3699	0.01048	0.114839223300971
CX5	MZT2B	3	5207	0.02238	0.03887	-0.01649	0.9735	1
CX5	SUMO2	4	5206	-0.4182	0.03921	-0.4574	0.02143	0.199656166666667
CX5	HIST1H4B	15	5195	0.3791	0.03788	0.3412	0.3742	0.8367112
CX5	LIG3	26	5184	0.2924	0.03759	0.2548	0.4241	0.857402893309222
CX5	MCM10	39	5171	0.01124	0.03907	-0.02783	0.8418	0.983863267429761
CX5	HIST4H4	8	5202	-0.2365	0.03928	-0.2758	0.08298	0.475752
CX5	OIP5	2	5208	-0.2668	0.03898	-0.3058	0.515	0.888533950617284
CX5	NEK7	10	5200	-0.1332	0.03919	-0.1724	0.4212	0.857402893309222
CX5	NUDC	10	5200	0.03732	0.03886	-0.00154	0.9973	1
CX5	HIST1H2BK	12	5198	0.04876	0.03884	0.00992	0.9606	1
CX5	POM121C	15	5195	-0.2919	0.03981	-0.3317	0.001458	0.0232863428571429
CX5	CENPL	8	5202	-0.4393	0.03959	-0.4789	9e-04	0.0159714285714286
CX5	EME1	18	5192	0.2714	0.03805	0.2333	0.5894	0.925490449438202
CX5	HAUS8	13	5197	-0.01909	0.039	-0.05809	0.7946	0.979472998932764
CX5	CSNK1E	22	5188	0.06508	0.03875	0.02633	0.9459	1
CX5	DPY30	2	5208	0.03746	0.03886	-0.0014	0.9985	1
CX5	ATRIP	12	5198	-0.4111	0.0399	-0.451	0.0001145	0.003200275
CX5	WHSC1	41	5169	0.2417	0.03725	0.2044	0.3841	0.840578473581213
CX5	TUBB2A	17	5193	0.04772	0.03883	0.00889	0.9677	1
CX5	YEATS4	6	5204	0.4072	0.03843	0.3688	0.4211	0.857402893309222
CX5	NDC1	11	5199	0.1531	0.03862	0.1145	0.8138	0.979472998932764
CX5	RUNX1	36	5174	0.1564	0.03804	0.1184	0.5221	0.892010381679389
CX5	HIST1H4A	7	5203	0.728	0.03793	0.6901	0.3519	0.831710526315789
CX5	SYCE2	7	5203	0.1953	0.03865	0.1567	0.7375	0.979472998932764
CX5	EGR3	21	5189	-0.1536	0.03964	-0.1932	0.08865	0.4979013
CX5	SUN2	17	5193	-0.3332	0.04008	-0.3733	0.005667	0.0696231428571429
CX5	PTMA	15	5195	-0.007737	0.03899	-0.04673	0.8643	0.98646387755102
CX5	RAD23A	14	5196	0.3426	0.03804	0.3046	0.4149	0.851936513761468
CX5	TUBA1C	13	5197	0.3369	0.03811	0.2988	0.4149	0.851936513761468
CX5	HDAC10	17	5193	0.6255	0.03694	0.5886	0.1735	0.675864111498258
CX5	LMNB1	16	5194	0.08716	0.03871	0.04845	0.8857	0.992587624750499
CX5	HIST1H2BF	15	5195	0.3859	0.03786	0.348	0.2542	0.772270652173913
CX5	PAFAH1B1	10	5200	-0.02066	0.03897	-0.05963	0.7343	0.979472998932764
CX5	NEK6	10	5200	0.1501	0.03864	0.1115	0.7603	0.979472998932764
CX5	VPS72	9	5201	0.7057	0.0377	0.668	0.211	0.721400611620795
CX5	SMARCA5	31	5179	0.03642	0.03887	-0.00245	0.9871	1
CX5	CENPT	14	5196	0.007706	0.03894	-0.03123	0.8758	0.990841616161616
CX5	GATAD2A	21	5189	-0.1004	0.03942	-0.1398	0.3647	0.831710526315789
CX5	NUP62	23	5187	0.3085	0.03766	0.2708	0.3091	0.804648723897912
CX5	SMARCC1	36	5174	0.1863	0.03783	0.1485	0.3938	0.84544741873805
CX5	CCNA1	34	5176	-0.2506	0.04076	-0.2914	0.009858	0.109121227722772
CX5	PARG	10	5200	0.1448	0.03865	0.1062	0.7812	0.979472998932764
CX5	REC8	16	5194	-0.02624	0.03906	-0.0653	0.8355	0.983863267429761
CX5	NUP50	9	5201	0.09912	0.03875	0.06037	0.6785	0.967418043202033
CX5	ACTB	29	5181	0.03249	0.03889	-0.0064	0.9692	1
CX5	PSMD1	27	5183	0.04264	0.03884	0.0038	0.9855	1
CX5	PPP2R5C	24	5186	0.2996	0.03765	0.2619	0.3627	0.831710526315789
CX5	CDK11A	20	5190	-0.0008063	0.03901	-0.03982	0.7909	0.979472998932764
CX5	HIST1H2BM	10	5200	-0.2246	0.03936	-0.264	0.1577	0.659661254612546
CX5	SMC2	46	5164	0.1823	0.03758	0.1447	0.4018	0.84905308411215
CX5	JADE2	25	5185	-0.009805	0.03909	-0.0489	0.7294	0.979472998932764
CX5	POLD2	16	5194	0.04621	0.03884	0.00737	0.973	1
CX5	PSMF1	18	5192	-0.06083	0.0392	-0.1	0.4298	0.861435879218473
CX5	PSMB2	6	5204	0.3991	0.03844	0.3607	0.5263	0.89423009118541
CX5	PPP2CA	18	5192	0.7177	0.0365	0.6812	0.04253	0.327920965517241
CX5	RELA	18	5192	-0.3511	0.04021	-0.3913	0.0003065	0.006918184
CX5	ACVR2A	44	5166	-0.04905	0.03961	-0.08866	0.5054	0.888179289026275
CX5	PPP5C	12	5198	-0.08762	0.03915	-0.1268	0.5594	0.90942514450867
CX5	H2AFJ	2	5208	1.111	0.03845	1.073	0.2233	0.743004166666667
CX5	FANCE	12	5198	-0.1087	0.0392	-0.1479	0.5175	0.8901
CX5	ZFP36L2	55	5155	-0.05134	0.03982	-0.09116	0.4073	0.849554850746269
CX5	MBD4	16	5194	-0.3222	0.03997	-0.3622	0.0002445	0.00594241304347826
CX5	SMAD2	38	5172	-0.1299	0.0401	-0.17	0.2998	0.800657957244655
CX5	TAF12	2	5208	0.8549	0.03854	0.8164	0.2844	0.788397037037037
CX5	SUMO3	3	5207	0.01804	0.03887	-0.02083	0.9698	1
CX5	PPP1R12A	35	5175	0.3983	0.03643	0.3619	0.2342	0.750970308123249
CX5	PPP2R5E	19	5191	0.06875	0.03875	0.03	0.8588	0.984757333333333
CX5	PSMB1	7	5203	-0.4064	0.03946	-0.4459	0.00308	0.043043
CX5	CDC25C	25	5185	-0.1281	0.03966	-0.1678	0.2993	0.800657957244655
CX5	ANAPC7	24	5186	0.5297	0.03659	0.4931	0.163	0.663938628158845
CX5	ELP2	25	5185	0.03712	0.03887	-0.00175	0.9945	1
CX5	WDR77	11	5199	0.1844	0.03855	0.1458	0.7478	0.979472998932764
CX5	POLH	19	5191	-0.1511	0.03955	-0.1907	0.2133	0.727040853658537
CX5	POLD4	3	5207	2.277	0.03757	2.239	0.1782	0.686991724137931
CX5	FBXW11	17	5193	0.187	0.03837	0.1486	0.5027	0.888179289026275
CX5	E2F6	3	5207	-0.5579	0.0392	-0.5971	0.0003399	0.00745114117647059
CX5	TADA2A	18	5192	0.2952	0.03797	0.2572	0.4787	0.886070529801325
CX5	UBE2D1	4	5206	-0.05395	0.03893	-0.09288	0.812	0.979472998932764
CX5	NBN	31	5179	0.09304	0.03853	0.05451	0.7678	0.979472998932764
CX5	PSMD2	23	5187	-0.3358	0.04052	-0.3763	0.0002635	0.00626793617021277
CX5	GTF2H3	7	5203	0.1837	0.03866	0.145	0.7515	0.979472998932764
CX5	RPA2	8	5202	0.3785	0.03834	0.3402	0.273	0.781467848101266
CX5	DSN1	17	5193	0.3899	0.03771	0.3522	0.319	0.814251141552511
CX5	NDEL1	10	5200	0.3121	0.03833	0.2738	0.5571	0.90942514450867
CX5	FANCG	14	5196	0.02984	0.03888	-0.00904	0.9705	1
CX5	ANAPC15	3	5207	-0.1458	0.03896	-0.1848	0.5253	0.893889497716895
CX5	ORC2	21	5189	0.3028	0.03779	0.265	0.2621	0.777262068965517
CX5	LIG1	35	5175	0.1314	0.03823	0.09317	0.5962	0.928344846796657
CX5	PPP2R5A	13	5197	-0.04582	0.03907	-0.08489	0.6857	0.969353634085213
CX5	NTHL1	8	5202	0.4567	0.03822	0.4185	0.2022	0.713121766561514
CX5	CCNB1	10	5200	-0.04785	0.03902	-0.08687	0.5616	0.90942514450867
CX5	GINS4	10	5200	0.4168	0.03813	0.3787	0.1294	0.608389558232932
CX5	ELP3	15	5195	-0.1106	0.03929	-0.1499	0.4045	0.84905308411215
CX5	RAD9B	16	5194	-0.2618	0.03978	-0.3016	0.0007001	0.0130451966666667
CX5	COPS8	6	5204	0.1377	0.03874	0.09896	0.8085	0.979472998932764
CX5	KIF2A	17	5193	-0.08675	0.03927	-0.126	0.3658	0.831710526315789
CX5	ALKBH2	15	5195	0.1244	0.03861	0.08579	0.7461	0.979472998932764
CX5	AJUBA	46	5164	-0.1274	0.04034	-0.1677	0.1715	0.673545964912281
CX5	HIST1H2AC	21	5189	0.006013	0.03899	-0.03298	0.8522	0.984757333333333
CX5	CBFB	15	5195	-0.277	0.03977	-0.3168	0.02596	0.228529763779528
CX5	HIST1H2AG	17	5193	0.5355	0.03723	0.4983	0.1475	0.641653696498054
CX5	CEP72	29	5181	0.4191	0.03673	0.3824	0.2354	0.750970308123249
CX5	RBBP8	20	5190	-0.1109	0.03944	-0.1503	0.4557	0.870893333333333
CX5	GSK3B	9	5201	-0.2722	0.0394	-0.3116	0.05342	0.37682773006135
CX5	CENPU	12	5198	0.3372	0.03817	0.299	0.2779	0.78344483627204
CX5	FANCL	10	5200	0.4647	0.03804	0.4267	0.4109	0.850922222222222
CX5	SUMO1	8	5202	0.4467	0.03823	0.4085	0.3128	0.806299539170507
CX5	HIST1H2AE	18	5192	-0.1848	0.03963	-0.2244	0.1919	0.702434726688103
CX5	POLE4	2	5208	0.9424	0.03851	0.9039	0.6603	0.963727676240209
CX5	ORC1	23	5187	0.2951	0.03772	0.2574	0.3955	0.84544741873805
CX5	VRK1	9	5201	-0.5141	0.03982	-0.5539	8.461e-08	6.75671285714286e-06
CX5	ITGB3BP	10	5200	-0.01641	0.03896	-0.05537	0.8527	0.984757333333333
CX5	ACD	20	5190	0.7795	0.036	0.7435	0.1096	0.554447058823529
CX5	ISG15	4	5206	-0.06694	0.03894	-0.1059	0.8261	0.979880169671262
CX5	CENPA	2	5208	-0.5731	0.03909	-0.6122	9.675e-06	0.00044169944
CX5	HIST1H2AA	17	5193	-0.3721	0.0402	-0.4123	0.002785	0.0394130379746835
CX5	FBXL18	19	5191	0.09544	0.03865	0.05679	0.8105	0.979472998932764
CX5	RCHY1	7	5203	-0.4952	0.03958	-0.5348	1.716e-05	0.000661547586206896
CX5	CENPP	7	5203	0.8181	0.03781	0.7803	0.3279	0.819949665924276
CX5	KAT7	19	5191	0.3261	0.03781	0.2883	0.376	0.836833001988072
CX5	PSMB6	6	5204	-0.3182	0.03927	-0.3575	0.05548	0.378211219512195
CX5	CDC14A	31	5179	0.005362	0.03906	-0.0337	0.8771	0.990841616161616
CX5	ENSA	3	5207	-0.5404	0.03919	-0.5796	0.001016	0.0174752
CX5	SMARCE1	15	5195	-0.07554	0.03919	-0.1147	0.5922	0.926409776536313
CX5	ASCC2	27	5183	0.2383	0.03782	0.2005	0.5533	0.90942514450867
CX5	DCLRE1C	31	5179	0.6983	0.03491	0.6634	0.04908	0.356308051948052
CX5	SMUG1	8	5202	0.2901	0.03847	0.2516	0.4063	0.84905308411215
CX5	POLR2C	13	5197	-0.1677	0.03937	-0.2071	0.2844	0.788397037037037
CX5	ATXN3	14	5196	-0.2724	0.0397	-0.3121	0.0006088	0.0119410245614035
CX5	DYNC1LI1	15	5195	0.05364	0.03882	0.01482	0.9538	1
CX5	HIST1H3H	14	5196	0.2416	0.03831	0.2033	0.4051	0.84905308411215
CX5	UBE2T	10	5200	0.07726	0.03878	0.03848	0.8457	0.983863267429761
CX5	YWHAB	8	5202	0.125	0.03873	0.08627	0.7631	0.979472998932764
CX5	ERCC8	15	5195	0.005059	0.03896	-0.0339	0.9153	1
CX5	SMC4	63	5147	0.1253	0.0378	0.0875	0.4434	0.863625783972125
CX5	NHEJ1	6	5204	-0.01455	0.03892	-0.05347	0.8866	0.992587624750499
CX5	PAXIP1	34	5176	-0.01145	0.03919	-0.05064	0.6895	0.969353634085213
CX5	PRMT3	13	5197	0.01252	0.03892	-0.0264	0.885	0.992587624750499
CX5	HIST3H2BB	2	5208	-0.4902	0.03906	-0.5293	0.005221	0.0653036222222222
CX5	PSMA7	9	5201	-0.3719	0.03957	-0.4115	0.006121	0.0735836344086021
CX5	BUB3	7	5203	0.6889	0.03798	0.6509	0.3401	0.831710526315789
CX5	RAD51AP1	9	5201	-0.4433	0.03969	-0.483	7.911e-06	0.000384543391304348
CX5	PSMD10	5	5205	-0.5394	0.03941	-0.5788	1.145e-05	0.000474114814814815
CX5	PPP2R3B	19	5191	0.5455	0.037	0.5085	0.2615	0.777262068965517
CX5	AEBP2	12	5198	-0.07698	0.03913	-0.1161	0.6897	0.969353634085213
CX5	PARP2	21	5189	0.02717	0.03891	-0.01174	0.9409	1
CX5	RPA1	15	5195	0.6839	0.037	0.6469	0.1939	0.702434726688103
CX5	USP10	25	5185	0.09835	0.03857	0.05978	0.8416	0.983863267429761
CX5	TAF6L	19	5191	-0.3459	0.04027	-0.3862	4.392e-05	0.00144419294117647
CX5	PSMC4	13	5197	0.1645	0.03854	0.126	0.6192	0.942032564450475
CX5	EYA3	18	5192	-0.113	0.03938	-0.1524	0.4143	0.851936513761468
CX5	ING4	5	5205	0.3719	0.03854	0.3334	0.4701	0.880354773869347
CX5	JMJD6	17	5193	0.08405	0.03871	0.04534	0.794	0.979472998932764
CX5	CEP78	26	5184	-0.148	0.0398	-0.1878	0.3567	0.831710526315789
CX5	YWHAE	7	5203	0.2509	0.03857	0.2123	0.5629	0.90942514450867
CX5	WDR5	13	5197	0.6677	0.03729	0.6304	0.3092	0.804648723897912
CX5	DYNC1LI2	9	5201	0.4464	0.03815	0.4082	0.3675	0.831710526315789
CX5	TAF10	5	5205	0.7311	0.03819	0.6929	0.2761	0.781467848101266
CX5	CDC45	19	5191	0.01368	0.03895	-0.02527	0.8744	0.990841616161616
CX5	TERF1	14	5196	-0.1689	0.03942	-0.2083	0.2353	0.750970308123249
CX5	XPC	21	5189	-0.03913	0.03917	-0.0783	0.5492	0.90942514450867
CX5	SETD1B	26	5184	-0.1769	0.03994	-0.2168	0.1855	0.694278
CX5	RARA	10	5200	-0.1117	0.03915	-0.1508	0.4181	0.856109523809524
CX5	HDAC1	10	5200	-0.05199	0.03903	-0.09102	0.6161	0.939699590723056
CX5	SPRTN	19	5191	0.07354	0.03873	0.03481	0.8436	0.983863267429761
CX5	TUBA1B	9	5201	-0.2834	0.03942	-0.3228	0.03242	0.269893481481482
CX5	NEIL2	18	5192	0.4104	0.03757	0.3728	0.4319	0.861435879218473
CX5	NUP160	42	5168	0.1534	0.03793	0.1155	0.4827	0.888179289026275
CX5	CDKN2D	6	5204	-0.05362	0.03896	-0.09258	0.656	0.96121625163827
CX5	MAD2L1	9	5201	-0.2945	0.03943	-0.3339	0.05494	0.37682773006135
CX5	MAPRE1	12	5198	-0.09463	0.03917	-0.1338	0.5202	0.891999386503068
CX5	CKS1B	4	5206	-0.4419	0.03923	-0.4811	0.003918	0.0521467142857143
CX5	VHL	58	5152	-0.3023	0.0427	-0.345	0.001204	0.0203950303030303
CX5	SMARCD1	13	5197	-0.102	0.03921	-0.1412	0.364	0.831710526315789
CX5	CDCA8	8	5202	-0.4688	0.03964	-0.5084	0.0002313	0.00574652
CX5	UBE2C	6	5204	-0.07421	0.03899	-0.1132	0.6442	0.955475925925926
CX5	FANCC	14	5196	0.3535	0.03801	0.3155	0.3559	0.831710526315789
CX5	PSMB4	6	5204	-0.1752	0.03911	-0.2143	0.1315	0.608389558232932
CX5	YWHAG	7	5203	0.309	0.03849	0.2705	0.4555	0.870893333333333
CX5	ACTL6B	28	5182	-0.06101	0.0394	-0.1004	0.6704	0.967418043202033
CX5	RAD51	8	5202	-0.05004	0.03899	-0.08903	0.7996	0.979472998932764
CX5	COPS7A	8	5202	-0.2462	0.0393	-0.2855	0.08405	0.47942806122449
CX5	ANAPC11	2	5208	-0.5017	0.03907	-0.5408	0.09266	0.506808487804878
CX5	RPL22	23	5187	-0.3844	0.04074	-0.4251	3.892e-05	0.00131856242424242
CX5	C19orf40	12	5198	1.066	0.03649	1.03	0.06764	0.43112875
CX5	VCP	22	5188	0.05031	0.03881	0.0115	0.949	1
CX5	UVSSA	25	5185	0.1043	0.03854	0.06576	0.6961	0.971585268414482
CX5	PSMD6	6	5204	0.9988	0.03775	0.961	0.3791	0.838610256410257
CX5	RPA3	7	5203	0.5474	0.03817	0.5092	0.3259	0.819949665924276
CX5	BABAM1	6	5204	-0.2533	0.0392	-0.2925	0.04325	0.331188356164384
CX5	PPP1CB	15	5195	0.012	0.03894	-0.02694	0.9071	1
CX5	BANF1	3	5207	0.4487	0.03862	0.4101	0.4556	0.870893333333333
CX5	PMF1	4	5206	0.2288	0.03871	0.1901	0.6334	0.950525100671141
CX5	PRKACA	14	5196	-0.1533	0.03938	-0.1927	0.1589	0.659661254612546
CX5	NFKB1	25	5185	0.3161	0.03752	0.2786	0.134	0.608389558232932
CX5	TUBB6	20	5190	0.5593	0.03685	0.5224	0.1642	0.663938628158845
CX5	NUP37	15	5195	-0.1722	0.03947	-0.2117	0.1626	0.663938628158845
CX5	HIST1H3G	10	5200	-0.02372	0.03898	-0.0627	0.6558	0.96121625163827
CX5	FBXO5	14	5196	0.4703	0.0377	0.4326	0.1978	0.705227301587302
CX5	COPS3	17	5193	0.3048	0.03799	0.2668	0.2346	0.750970308123249
CX5	MBD3	16	5194	0.2362	0.03825	0.1979	0.6305	0.948870524899058
CX5	USO1	15	5195	0.8085	0.03664	0.7719	0.1556	0.659409056603774
CX5	CENPH	13	5197	0.1185	0.03866	0.07984	0.7832	0.979472998932764
CX5	ORC4	11	5199	0.3307	0.03824	0.2925	0.4225	0.857402893309222
CX5	DYNLL2	1	5209	-0.4585	0.03895	-0.4974	1	1
CX5	NDC80	31	5179	0.2514	0.03759	0.2138	0.2394	0.750970308123249
CX5	C17orf70	17	5193	0.1216	0.03859	0.08301	0.7874	0.979472998932764
CX5	ELP6	4	5206	0.4965	0.03851	0.458	0.7011	0.97401935483871
CX5	RAD52	11	5199	-0.1606	0.03928	-0.1999	0.4962	0.888179289026275
CX5	HIST1H2BB	15	5195	-0.2063	0.03957	-0.2459	0.08843	0.4979013
CX5	HIST1H3D	15	5195	0.3267	0.03803	0.2887	0.2609	0.777262068965517
CX5	NUP35	7	5203	-0.4355	0.0395	-0.475	0.0006989	0.0130451966666667
CX5	HIST1H2BG	19	5191	0.3136	0.03785	0.2758	0.1599	0.659661254612546
CX5	POLD3	13	5197	-0.4498	0.04008	-0.4899	1.241e-07	9.24958666666667e-06
CX5	HIST3H2A	7	5203	-0.01318	0.03893	-0.05211	0.8199	0.979472998932764
CX5	RFC3	7	5203	0.1302	0.03874	0.09146	0.8132	0.979472998932764
CX5	TK1	8	5202	0.2275	0.03857	0.1889	0.7737	0.979472998932764
CX5	USP1	18	5192	-0.08534	0.03929	-0.1246	0.257	0.772381720430108
CX5	PSMD9	4	5206	0.2511	0.0387	0.2124	0.7932	0.979472998932764
CX5	HIST1H3C	19	5191	0.1531	0.03844	0.1147	0.6863	0.969353634085213
