Cancer Types,Sample Names,Accuracy,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS11,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22,SBS23,SBS24,SBS25,SBS26,SBS27,SBS28,SBS29,SBS30,SBS31,SBS32,SBS33,SBS34,SBS35,SBS36,SBS37,SBS38,SBS39,SBS40,SBS41,SBS42,SBS43,SBS44,SBS45,SBS46,SBS47,SBS48,SBS49,SBS50,SBS51,SBS52,SBS53,SBS54,SBS55,SBS56,SBS57,SBS58,SBS59,SBS60
Eso-AdenoCA,SP110860,0.993,1793,0,0,0,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6848,14956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110851,0.975,2043,681,0,0,9577,0,0,0,0,0,0,0,0,0,0,0,955,0,0,0,718,1466,3881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111059,0.992,1960,0,0,0,3386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,2366,4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111170,0.981,1616,0,0,0,12894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3908,7266,6439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111054,0.989,1405,0,0,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121,12529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111033,0.986,1354,0,0,0,2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111113,0.992,617,0,0,0,26881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12591,39051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110865,0.992,1678,4502,19462,0,11407,0,0,0,0,0,0,0,0,0,0,0,3642,0,0,0,4625,10435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111061,0.983,2030,0,0,0,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,2783,4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111101,0.977,3191,0,0,0,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110859,0.988,2031,0,0,0,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8020,7726,0,0,0,0,0,0,0,0,0,0,3520,0,0,0,0,0,0,0,0,0,0,0,14796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111168,0.977,577,794,4493,0,2509,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111067,0.988,665,536,0,0,1458,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,130,306,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111036,0.975,1373,0,0,0,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,589,4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111116,0.984,2616,0,0,0,4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,2959,4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111099,0.987,2095,1199,0,0,7467,0,0,0,0,0,0,0,0,0,0,0,1466,0,0,0,1223,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP23502,0.987,2164,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14532,28381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111069,0.981,2371,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111043,0.991,2163,0,0,0,16728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302,20442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111024,0.989,1413,0,0,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5268,9968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111011,0.991,1099,0,0,0,14789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10615,18721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111082,0.99,1044,0,0,0,8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5148,8984,3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111074,0.997,1060,1381,7524,0,3338,0,0,0,0,0,0,0,0,0,0,0,1363,0,0,0,3773,12644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110845,0.983,1886,0,0,0,16824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7562,15015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110857,0.98,1747,0,0,0,3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,893,2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111017,0.993,1842,0,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4453,7810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111080,0.98,1226,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,2223,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP23506,0.975,769,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,205,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111075,0.984,1926,0,0,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1848,4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111112,0.988,1465,0,0,0,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111001,0.993,4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6643,23589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111027,0.978,1003,309,0,0,1629,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111117,0.985,3032,4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,0,0,0,2398,5411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110842,0.982,2691,830,0,0,11928,0,0,0,0,0,0,0,0,0,0,0,776,0,0,0,3052,6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111173,0.993,437,0,0,0,34487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20895,36510,0,0,0,0,0,0,0,0,0,0,13265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111008,0.979,1560,0,0,0,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,1656,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111070,0.974,2362,0,0,0,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110847,0.969,3414,725,4894,0,5767,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,609,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111077,0.991,3125,1226,9691,0,8576,0,0,0,0,0,0,0,0,0,0,0,1054,0,0,0,4144,10789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111091,0.985,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11231,18613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111072,0.972,1546,829,0,0,4826,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,466,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111084,0.964,1142,932,11242,0,5265,0,0,0,0,0,0,0,0,0,0,0,1195,0,0,0,872,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP23504,0.99,1354,3172,0,0,699,0,0,0,0,0,0,0,0,0,0,0,1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP23500,0.995,1155,0,0,0,4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2979,7339,3056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111029,0.982,622,0,0,0,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,174,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111175,0.992,3056,0,0,0,45072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14465,61380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111049,0.989,3322,0,0,0,3064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1782,4380,4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP23498,0.987,2487,0,0,0,3326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,3501,2989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111002,0.988,748,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110866,0.987,1593,0,0,0,8532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6542,8139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111035,0.973,1360,0,5923,0,7859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1668,5709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111009,0.993,1203,0,0,0,5816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5231,8654,3169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111114,0.991,3667,2446,0,0,20372,0,0,0,0,0,0,0,0,0,0,0,3267,0,0,0,7564,20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111000,0.993,1435,0,0,0,8016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5036,9998,4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111045,0.942,2311,310,3971,0,4560,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110861,0.978,1369,850,4539,0,3172,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,1158,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111047,0.986,3630,3290,0,0,6629,0,0,0,0,0,0,0,0,0,0,0,2755,0,0,0,2072,2654,3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111088,0.991,1961,0,0,0,6325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110,4885,4303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111056,0.985,1835,0,0,0,13733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5067,9931,5586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111089,0.986,1435,488,0,0,2577,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,128,449,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111038,0.984,1995,1179,0,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3255,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP110849,0.988,1598,1069,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3126,4731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111164,0.99,2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6780,11757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111057,0.982,1271,0,0,0,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,740,2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111119,0.987,2276,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4907,8395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111095,0.986,2088,0,0,0,2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,5770,7067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eso-AdenoCA,SP111064,0.98,2143,705,0,0,4933,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,808,1620,2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP29914,0.968,797,873,0,6959,17212,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP31046,0.972,435,287,0,0,1477,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP31334,0.991,472,2472,0,0,3501,0,0,0,0,0,0,0,0,0,0,0,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP30011,0.929,736,449,2816,0,1406,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP31174,0.972,611,589,0,0,4259,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP32662,0.993,959,2030,0,0,1686,0,0,0,0,0,0,0,0,0,0,0,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP31126,0.95,833,880,4908,0,2076,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP32958,0.994,1502,3253,0,0,3187,0,0,0,0,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP31422,0.981,1086,836,0,0,5535,0,0,0,0,0,0,0,0,0,0,0,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP33496,0.998,673,16766,0,0,12393,0,0,0,0,0,0,0,0,0,0,0,19849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP34005,0.968,438,388,0,0,2146,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP30113,0.983,0,1805,0,45713,36117,0,0,0,0,0,0,0,0,0,0,0,3988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP31030,0.992,2418,10011,0,0,1645,0,0,0,0,0,0,0,0,0,0,0,5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP33544,0.97,510,3103,15145,0,8418,0,0,0,0,0,0,0,0,0,0,0,3482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP33688,0.997,734,14826,0,0,5971,0,0,0,0,0,0,0,0,0,0,0,21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP30907,0.981,378,197,0,2206,3801,0,0,0,0,0,0,0,0,0,0,0,635,0,0,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP30185,0.99,482,1422,0,0,923,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP33837,0.987,502,554,0,0,1719,0,0,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP31790,0.977,883,488,0,0,3266,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP30143,0.977,933,1418,0,0,3110,0,0,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP30071,0.941,955,384,0,0,8496,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head-SCC,SP30493,0.996,993,5379,0,0,3341,0,0,0,0,0,0,0,0,0,0,0,4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
