Cancer Types, Sample Names, Accuracy, DBS1, DBS2, DBS3, DBS4, DBS5, DBS6, DBS7, DBS8, DBS9, DBS10, DBS11
CNS-Medullo,SP107449, 0.578, 0.000000, 2.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
CNS-Medullo,SP78813, 0.736, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78804, 0.671, 0.000000, 2.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000
CNS-Medullo,SP107460, 0.189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107548, 0.000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78730, 0.743, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78727, 0.596, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78822, 0.001, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78818, 0.534, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78923, 0.893, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107405, 0.674, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000
CNS-Medullo,SP107437, 0.486, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 3.000000, 4.000000, 0.000000, 10.000000, 0.000000, 0.000000
CNS-Medullo,SP78675, 0.166, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107371, 0.696, 0.000000, 3.000000, 0.000000, 4.000000, 0.000000, 2.000000, 7.000000, 0.000000, 5.000000, 0.000000, 0.000000
CNS-Medullo,SP107556, 0.570, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78807, 0.423, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
CNS-Medullo,SP78945, 0.596, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107480, 0.151, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
CNS-Medullo,SP107448, 0.097, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 2.000000, 0.000000, 0.000000
CNS-Medullo,SP107436, 0.437, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.000000
CNS-Medullo,SP107546, 0.181, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107459, 0.438, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78823, 0.414, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78666, 0.641, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78665, 0.189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78935, 0.135, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107458, 0.463, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000
CNS-Medullo,SP107377, 0.401, 0.000000, 1.000000, 0.000000, 1.000000, 0.000000, 0.000000, 2.000000, 0.000000, 2.000000, 0.000000, 1.000000
CNS-Medullo,SP78937, 0.404, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 5.000000, 0.000000, 0.000000
CNS-Medullo,SP107469, 0.641, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107373, 0.423, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 2.000000, 2.000000, 0.000000, 3.000000, 0.000000, 2.000000
CNS-Medullo,SP107406, 0.890, 0.000000, 15.000000, 0.000000, 14.000000, 0.000000, 7.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.000000
CNS-Medullo,SP107369, 0.722, 0.000000, 2.000000, 0.000000, 2.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107403, 0.472, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000
CNS-Medullo,SP107363, 0.228, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 8.000000, 0.000000, 0.000000
CNS-Medullo,SP78677, 0.685, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
CNS-Medullo,SP78805, 0.541, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 3.000000
CNS-Medullo,SP107461, 0.214, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107356, 0.804, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000
CNS-Medullo,SP78825, 0.224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-Medullo,SP107468, 0.544, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000
CNS-Medullo,SP78851, 0.613, 0.000000, 0.000000, 2.000000, 2.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
CNS-Medullo,SP78726, 0.325, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
CNS-Medullo,SP107379, 0.563, 0.000000, 2.000000, 0.000000, 2.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107474, 0.624, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107438, 0.440, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-Medullo,SP107478, 0.213, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-Medullo,SP78716, 0.662, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 1.000000, 2.000000, 0.000000, 3.000000, 0.000000, 0.000000
CNS-Medullo,SP78676, 0.458, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000
CNS-Medullo,SP107443, 0.545, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107361, 0.856, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
CNS-Medullo,SP107464, 0.446, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 1.000000
CNS-Medullo,SP78717, 0.602, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-Medullo,SP78671, 0.530, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107381, 0.534, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107463, 0.765, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-Medullo,SP107477, 0.640, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78661, 0.132, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
CNS-Medullo,SP78939, 0.180, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-Medullo,SP78674, 0.807, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107555, 0.474, 0.000000, 0.000000, 0.000000, 2.000000, 1.000000, 1.000000, 0.000000, 2.000000, 1.000000, 0.000000, 0.000000
CNS-Medullo,SP107446, 0.459, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
CNS-Medullo,SP78713, 0.573, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78720, 0.789, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78947, 0.697, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78875, 0.307, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 2.000000, 0.000000, 1.000000
CNS-Medullo,SP107554, 0.704, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107407, 0.667, 0.000000, 0.000000, 0.000000, 9.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP78820, 0.840, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107547, 0.742, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP79148, 0.315, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107386, 0.294, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 1.000000
CNS-Medullo,SP78921, 0.520, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000
CNS-Medullo,SP107440, 0.213, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-Medullo,SP79066, 0.166, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107473, 0.159, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107362, 0.569, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
CNS-Medullo,SP78729, 0.697, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Medullo,SP107441, 0.432, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
CNS-Medullo,SP78873, 0.401, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP47708, 0.000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP47990, 0.547, 0.000000, 2.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000
CNS-Oligo,SP48414, 0.527, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48135, 0.698, 0.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP47652, 0.675, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48888, 0.672, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48426, 0.550, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-Oligo,SP48480, 0.759, 0.000000, 5.000000, 0.000000, 5.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48263, 0.591, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000
CNS-Oligo,SP47628, 0.600, 0.000000, 2.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP47808, 0.697, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48850, 0.610, 0.000000, 18.320000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48189, 0.345, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 5.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48073, 0.229, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
CNS-Oligo,SP48008, 0.796, 0.000000, 0.000000, 0.000000, 3.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48504, 0.702, 0.000000, 3.000000, 0.000000, 3.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-Oligo,SP48534, 0.150, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
CNS-Oligo,SP48010, 0.372, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79201, 0.740, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79222, 0.641, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79474, 0.182, 0.000000, 0.000000, 4.470000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79306, 0.000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79435, 0.641, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79377, 0.806, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79391, 0.000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79192, 0.151, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000
CNS-PiloAstro,SP79395, 0.985, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79318, 0.526, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79282, 0.511, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79261, 0.069, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79431, 0.108, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79345, 0.893, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79407, 0.135, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
CNS-PiloAstro,SP79336, 0.867, 0.000000, 1.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79380, 0.524, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79455, 0.000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79207, 0.068, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79303, 0.051, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79258, 0.596, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79249, 0.711, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79321, 0.215, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79423, 0.189, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79219, 0.588, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79285, 0.323, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 1.000000
CNS-PiloAstro,SP79470, 0.000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79309, 0.117, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000
CNS-PiloAstro,SP79383, 0.985, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79264, 0.632, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79333, 0.569, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79204, 0.238, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79419, 0.591, 0.000000, 0.000000, 0.000000, 1.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79198, 0.641, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79451, 0.386, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000
CNS-PiloAstro,SP79231, 0.401, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Cervix-AdenoCA,SP109953, 0.727, 0.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 3.000000
Cervix-AdenoCA,SP107650, 0.745, 0.000000, 0.000000, 0.000000, 15.610000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Cervix-SCC,SP13206, 0.795, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 29.190000
Cervix-SCC,SP13078, 0.741, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 12.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.000000
Cervix-SCC,SP107607, 0.628, 0.000000, 0.000000, 0.000000, 7.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 14.000000
Cervix-SCC,SP109941, 0.682, 0.000000, 6.000000, 0.000000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Cervix-SCC,SP109801, 0.688, 0.000000, 3.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000, 0.000000, 4.000000
Cervix-SCC,SP13072, 0.665, 0.000000, 4.000000, 0.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.000000
Cervix-SCC,SP107595, 0.749, 0.000000, 6.000000, 0.000000, 7.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.000000, 0.000000, 0.000000
Cervix-SCC,SP107640, 0.621, 0.000000, 5.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 21.000000
Cervix-SCC,SP13084, 0.480, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 13.000000
Cervix-SCC,SP107603, 0.681, 0.000000, 0.000000, 0.000000, 6.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 6.000000
Cervix-SCC,SP109957, 0.622, 0.000000, 0.000000, 0.000000, 29.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Cervix-SCC,SP114020, 0.640, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 9.000000, 0.000000, 0.000000, 14.000000, 0.000000, 0.000000
Cervix-SCC,SP96540, 0.763, 0.000000, 0.000000, 0.000000, 10.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
Cervix-SCC,SP114032, 0.505, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000, 0.000000, 7.000000, 0.000000, 0.000000
Cervix-SCC,SP107624, 0.725, 0.000000, 1.000000, 0.000000, 3.000000, 0.000000, 2.000000, 0.000000, 0.000000, 0.000000, 0.000000, 3.000000
Cervix-SCC,SP107575, 0.551, 0.000000, 2.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 7.000000, 0.000000, 0.000000
Cervix-SCC,SP13242, 0.728, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 14.000000
Cervix-SCC,SP114016, 0.663, 0.000000, 6.000000, 0.000000, 15.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
ColoRect-AdenoCA,SP18310, 0.736, 0.000000, 6.000000, 24.000000, 9.000000, 0.000000, 0.000000, 57.000000, 0.000000, 37.000000, 16.000000, 0.000000
ColoRect-AdenoCA,SP17172, 0.725, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 15.000000, 68.000000, 0.000000, 52.000000, 41.000000, 0.000000
ColoRect-AdenoCA,SP96133, 0.932, 0.000000, 12.000000, 40.000000, 4.000000, 0.000000, 0.000000, 0.000000, 141.000000, 29.000000, 0.000000, 0.000000
ColoRect-AdenoCA,SP110242, 0.905, 0.000000, 5.000000, 68.000000, 7.000000, 0.000000, 0.000000, 0.000000, 204.000000, 46.000000, 0.000000, 0.000000
ColoRect-AdenoCA,SP114330, 0.949, 0.000000, 4.000000, 0.000000, 4.000000, 0.000000, 0.000000, 0.000000, 35.000000, 6.000000, 0.000000, 0.000000
ColoRect-AdenoCA,SP21017, 0.919, 0.000000, 114.000000, 58.000000, 26.000000, 0.000000, 0.000000, 0.000000, 0.000000, 83.000000, 0.000000, 0.000000
ColoRect-AdenoCA,SP22383, 0.764, 0.000000, 11.000000, 47.000000, 19.000000, 0.000000, 23.000000, 38.000000, 0.000000, 40.000000, 0.000000, 0.000000
ColoRect-AdenoCA,SP81312, 0.982, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 574.000000, 0.000000
